,,,,,,,,,,,,,,,,,,,,,,,,
연번,"광역자치
단체명","기초자치
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",합계 예산(백만원),국비 예산(백만원),지방비 예산(백만원),"기타
(민간, 자부담 등) 예산(백만원)",방문객수(2023년) 합계,방문객수(2023년) 내국인(명),방문객수(2023년) 외국인(명),전담조직명,조직형태,설립근거,국비 지원 부처명,축제 담당자 기관명,축제 담당자 부서명,축제 담당자 직급/직책,축제 담당자 성명,축제 담당자 연락처
284,세종,-,2024 세종축제,문화예술,10.9.~10.12.,"세종호수공원, 세종중앙공원",대면,2013,"1,150 ",0 ,"1,150 ",0 ,"201,366 ","201,366 ",미집계,세종시문화관광재단,재단법인,세종특별자치시 시문화관광재단 설립 및 운영 관한 조례,해당없음,세종시청,문화예술과,주무관,구민,044-300-3443
285,세종,-,제17회 세종전의조경수묘목축제,생태자연,3.01.~5.31.,세종전의묘목플랫폼,대면,2006,65 ,0 ,50 ,15 ,"1,000 ","1,000 ",미집계,전의묘목협동조합,조합, 세종특별자치시 임업관계자 및 임업관련단체 지원에 관한 조례,해당없음,세종시청,산림공원과,주무관,이혜지,044-300-4413
286,세종,-,2024 조치원 봄꽃축제,생태자연,5.11~5.12.,조치원읍 일원,대면,2017,90,0,90 ,0 ,"15,000 ","15,000 ",미집계,시직영,지자체,,해당없음,세종시청,조치원읍,주무관,이지안,044-301-5057
287,경기,수원시,제61회 수원화성문화제,"문화예술, 전통역사",10.4.~10.6.,수원화성,대면,1964,"1,572 ",36 ,"1,536 ",0 ,"201,011 ","199,251 ","1,760 ",수원문화재단,재단법인,수원시 재단법인 수원문화재단 설립 및 운영 조례,문체부,수원시청,관광과,주무관,이유진,031-228-3068
288,경기,수원시,정조대왕 능행차 공동재현,"문화예술, 전통역사",10.5.~10.6.,수원화성,대면,2016,"1,273 ",0 ,"1,273 ",0 ,"171,000 ","171,000 ",,수원문화재단,재단법인,수원시 재단법인 수원문화재단 설립 및 운영 조례,해당없음,수원시청,관광과,주무관,김현진,031-228-3389
289,경기,수원시,수원화성 미디어아트,"문화예술, 전통역사",9.28.~10.20.,수원화성,대면,2021,"1,600 ",800 ,800 ,0 ,"485,957 ","485,957 ",,수원문화재단,재단법인,수원시 재단법인 수원문화재단 설립 및 운영 조례,문화재청,수원시청,관광과,주무관,강유경,031-228-2454
290,경기,용인시,제10회 경기공연예술페스타,문화예술,01.25.~01.28.,용인포은아트홀 외,대면,2014,235 ,0 ,0 ,235 ,"1,517 ","1,517 ",미집계,용인문화재단,재단법인,용인문화재단 설립 및 운영에 관한 조례,해당없음,용인시청,용인문화재단 콘텐츠기획팀,대리,강솔,031-260-3382
291,경기,용인시,제19회 포은문화제,전통역사,10.05.~10.06.,포은 정몽주선생 묘역 ,대면,2003,141 ,2 ,130 ,9 ,"20,000 ","20,000 ",미집계,용인문화원,비영리법인,지방문화원진흥법,해당없음,용인시청,문화예술과,주무관,김수민,031-324-2097
292,경기,용인시,제10회 백암 백중문화제,기타(주민화합 등),08.24.~08.25.,백암면 전통시장,대면,2011,40 ,0 ,40 ,0 ,550 ,500 ,50 ,백암 백중문화보존위원회,위원회,-,해당없음,용인시청,처인구 백암면,주무관,박나리,031-324-5792
293,경기,용인시,제8회 정평천 벚꽃 문화 민속 축제,기타(주민화합 등), 04.05.~04.06.,정평천 일대 ,대면,2015,11 ,0 ,10 ,1 ,"1,000 ","1,000 ",미집계,정평천 벚꽃 문화 민속 축제 추진 위원회,위원회,-,해당없음,용인시청,수지구 자치행정과,주무관,신연아,031-324-8052
294,경기,용인시,도농어울림축제,기타(체험 및 전시),"4.26~5.12
(중 2일)
10.01~10.20 (중 2일)",용인농촌테마파크,대면,2018,200 ,0 ,200 ,0 ,"15,422 ","15,422 ",미집계,-,-,-,해당없음,용인시청,용인시농업기술센터 농촌테마과,팀장,유은상,031-324-4024
295,경기,용인시,제24회 용인사이버과학축제,기타(주민화합 등),09.28.~09.29.,용인미르스타디움,대면,2001,200 ,0 ,200 ,0 ,"40,000 ","40,000 ",미집계,-,-,-,해당없음,용인시청,정보통신과,주무관,심진희,031-324-2083
296,경기,고양시,제36회 고양행주문화제,"문화예술, 전통역사",5.17.~5.19.,"행주산성, 행주산성 역사공원 일원",대면,1986,700 ,0 ,700 ,0 ,"45,015 ","45,015 ",미집계,고양문화재단,재단법인,고양문화재단 설립에 관한 조례,해당없음,고양시청,문화예술과,전문위원,권민주,031-8075-3372
297,경기,고양시,2024 고양호수예술축제,문화예술,10.11.~10.13.,"일산호수공원, 일산문화광장 일원",대면,2008,698 ,0 ,698 ,0 ,"325,000 ","325,000 ",미집계,고양문화재단,재단법인,고양문화재단 설립에 관한 조례,해당없음,고양시청,문화예술과,전문위원,권민주,031-8075-3372
298,경기,고양시,제4회 행주가 예술이야,"문화예술, 전통역사",09.27.~10.13.,행주산성,대면,2021,206 ,0 ,206 ,0 ,"47,051 ","47,051 ",미집계,행주가 예술이야 추진단,협의체,-,해당없음,고양시청,관광과,전문위원,성남신,031-8075-3404
299,경기,고양시,2024고양국제꽃박람회,"문화예술, 생태자연, 특산물",4.26.~5.12.,일산호수공원,대면,1997,"6,808 ",0 ,"2,608 ","4,200 ","288,021 ","273,145 ","14,876 ",고양국제꽃박람회,재단법인,고양시 재단법인 고양국제꽃박람회 설립 및 운영에 관한 조례,해당없음,고양시청,농업정책과,주무관,김인경,031-8045-4252
300,경기,성남시,2024 성남페스티벌,과학문화예술,10.3.~10.6.(예정),성남 일원,대면,2023,"1,700 ",0 ,"1,500 ",200 ,"113,500 ","113,500 ",미집계,성남문화재단,재단법인,성남시 문화재단 설립 및 운영에 관한 조례,해당없음,성남시청,문화관광과,주무관,윤승희,031-729-2972
301,경기,성남시,GXG 2024 성남게임문화축제,문화예술,9월중(예정),판교역 광장 등,대면,2023,770 ,0 ,0 ,770 ,"15,418 ","15,418 ",미집계,성남산업진흥원,재단법인,성남산업진흥원 설립·운영 조례,해당없음,성남산업진흥원,콘텐츠산업부,선임,서형동,031-750-2870
302,경기,성남시,제10회 복정 어울림 빛 축제,기타(주민화합 등),2024.12월 중,복정동 분수광장 일대,대면,2012,88 ,0 ,33 ,55 ,"1,000 ",900 ,100,복정동빛축제추진위원회,위원회,성남시 지역축제 지원 및 운영조례,해당없음,복정동행정복지센터,행정팀,주무관,김민성,031-729-5842
303,경기,화성시,제14회 화성뱃놀이 축제,생태자연,5.31.~6.2.,전곡항 일원,혼합형,2008,"1,522 ",36 ,"1,486 ",0 ,"211,768 ","211,768 ",미집계,화성시문화재단,재단법인,화성시문화재단 설립 및 운영에 관한 조례,문화체육관광부,화성시청,관광진흥과,주무관,이장훈,031-5189-6136
304,경기,화성시,세계인의 날 기념식 및 문화다양성축제,문화예술,5.25~5.26,화성종합경기타운,대면,2023,98 ,0 ,98 ,0 ,"2,000 ","1,500 ",500 ,화성시외국인복지센터,민간시설,화성시 다문화가족 및 외국인주민 지원조례,해당없음,화성시청,여성다문화과,주무관,이은영,031-5189-6200
305,경기,화성시,제14회 화성뱃놀이 축제,생태자연,5.31.~6.2.,전곡항 일원,혼합형,2008,"1,522 ",36 ,"1,486 ",0 ,"211,768 ","211,768 ",미집계,화성시문화재단,재단법인,화성시문화재단 설립 및 운영에 관한 조례,문화체육관광부,화성시청,관광진흥과,주무관,이장훈,031-5189-6136
306,경기,화성시,2024 제16회 품앗이 공연예술축제,문화예술,8.23.~8.25.,민들레연극마을,대면,2009,63 ,0 ,63 ,0 ,"1,060 ","1,050 ",10 ,화성시문화재단,재단법인,화성시문화재단 설립 및 운영에 관한 조례,해당없음,화성시문화재단,축제2팀,공무직,김동진,031-290-4626
307,경기,화성시,제10회 화성송산포도축제,특산물,9.7.~9.8.,"서신 궁평항 일원, 동탄호수공원(예정)",대면,2013,265 ,0 ,265 ,0 ,"155,000 ","155,000 ",미집계,(재)화성푸드통합지원센터,재단법인,재단법인 화성푸드통합지원센터 설립 및 운영에 관한 조례,해당없음,화성시청,농식품유통과,주무관,문성민,031-5189-6441
308,경기,화성시,"제1회 화성시 도서관 축제 ""북페스티벌""",문화예술,9.28.~9.29.,화성시립남양도서관 및 남양역사문화공원,대면,2024,40 ,0 ,40 ,0 ,신규,-,-,-,-,-,해당없음,화성시청,도서관정책과,주무관,차은아,031-5189-2109
309,경기,화성시,제2회 화성시 도농 어울림 축제,특산물,9.28.~9.29.,동탄여울공원,대면,2023,150 ,0 ,150 ,0 ,"40,000 ","40,000 ",미집계,-,-,-,해당없음,화성시청,기술보급과,주무관,김기룡,031-5189-6335
310,경기,화성시,2024 정조효문화제 및 정조대왕 능행차,전통역사,10.5.~10.6.,정조효공원 등,대면,2002,"1,080 ",0 ,"1,080 ",0 ,"62,183 ","62,183 ",미집계,화성시문화재단,재단법인,화성시문화재단 설립 및 운영에 관한 조례,해당없음,화성시청,문화예술과,주무관,조경신,031-5189-3835
311,경기,화성시,제2회 화성루나빛축제,문화예술,10.26.~11.1.,동탄호수공원 운답원 일원,대면,2023,290 ,0 ,290 ,0 ,"60,000 ","60,000 ",미집계,화성시문화재단,재단법인,화성시문화재단 설립 및 운영에 관한 조례,해당없음,화성시청,문화예술과,주무관,조경신,031-5189-3835
312,경기,부천시,제27회 부천국제만화축제,문화예술,10.3.~10.6.,"부천시청, 한국만화박물관 등",혼합형,1998,490 ,0 ,420 ,70 ,"137,713 ","137,713 ",미집계,한국만화영상진흥원,재단법인,한국만화영상진흥원 설치 및 운영 조례(2020년),해당없음,부천시,문화산업과,주무관,김종명,032-625-9377
313,경기,부천시,제8회 국제코스프레 페스티벌,문화예술,10.3.~10.6.,"부천시청, 한국만화박물관 등",혼합형,2017,270 ,0 ,270 ,0 ,"137,713 ","137,713 ",미집계,한국만화영상진흥원,재단법인,한국만화영상진흥원 설치 및 운영 조례(2020년),해당없음,부천시,문화산업과,주무관,김종명,032-625-9377
314,경기,부천시,제26회 부천국제애니메이션페스티벌,문화예술,10.25.~10.29.,"부천시청, 한국만화박물관 등",혼합형,1999,"1,844 ",0 ,"1,682 ",162 ,"16,150 ","16,150 ",미집계,부천국제애니메이션페스티벌조직위원회,사단법인,부천시 영상 문화 산업 진흥 조례(2016년),해당없음,부천시,문화산업과,주무관,이수지,032-625-9372
315,경기,부천시,제28회 부천국제판타스틱영화제,문화예술,7.4.~7.14.,"부천시청, 부천아트센터 등",대면,1997,"5,240",360,"3,940",941,"140,741","140,413",328,부천국제판타스틱영화제 조직위원회,사단법인,부천시 영상 문화 산업 진흥 조례(2016년),문화체육관광부,부천시,관광진흥과,주무관,김은재,032-625-2961
316,경기,부천시,제39회 복사골예술제,문화예술,5.3.~5.5.,"시청 잔디광장, 중앙공원 등",대면,1985,175 ,,175 ,,"3,000 ","3,000 ",미집계,한국예총부천지회,민간단체,부천시 문화예술 진흥조례,해당없음,부천시,문화예술과,주무관,양진,032-625-3112
317,경기,부천시,제24회 진달래축제,생태자연,3.30~31.(예정),춘의동(원미산) 일원,대면,2000,23 ,,23 ,미정,"60,000 ","60,000 ",,,,,해당없음,부천시,원미구 춘의동 행정안전팀,주무관,김근호,032-625-5664
318,경기,부천시,제26회 부천 도당산 벚꽃축제,문화예술,3.30.~3.31.(예정),도당동(도당산 벚꽃동산) 일원,대면,1999,23 ,,23 ,미정,"13,000 ","13,000 ",,,,,해당없음,부천시,원미구 도당동 행정안전팀,주무관,금동현,032-625-5683
319,경기,부천시,제3회 부천건축문화제,문화예술,10월 중(3일간),삼정동 일원,대면,2022,50 ,,50 ,,"4,469 ","4,469 ",미집계,-,-,-,해당없음,부천시,건축디자인과,주무관,윤대영,032-625-3522
320,경기,남양주시,제19회 광릉숲축제,문화예술,9. 28. ~ 29.,남양주시 진접읍 광릉숲 일원,대면,2006,150 ,0 ,150 ,0 ,"30,000 ","30,000 ",미집계,-,-,-,해당없음,남양주시청,문화예술과,주무관,임희주,031-590-4742
321,경기,남양주시,제38회 다산정약용문화제,문화예술,10. 11. ~ 12.,남양주시 조안면 정약용유적지 일원,대면,1986,350 ,0 ,310 ,40 ,"15,539 ","15,539 ",미집계,-,-,-,해당없음,남양주시청,문화예술과,주무관,송혜린,031-590-2799
322,경기,안산시,제20회 안산국제거리극축제,문화예술,5.4.~5.6.,안산문화광장 및 안산호수공원,대면,2005,"1,327 ",0 ,"1,327 ",0 ,"349,943 ","349,943 ",미집계,안산문화재단,재단법인,안산문화재단 설립 및 운영 조례,해당없음,안산시청,문화관광과,주무관,이수연,031-481-2068
323,경기,안산시,제27회 성호문화제,문화예술,5. 25 ~ 5. 26.,성호공원 일원,대면,1996,50 ,0 ,50 ,0 ,"1,500 ","1,500 ",미집계,안산문화원,법인,지방문화원진흥법,해당없음,안산시청,문화관광과,주무관,서해규,031-481-2066
324,경기,안산시,제38회 별망성예술제,문화예술,9.7.~9.8.,안산선부광장,대면,1987,132 ,0 ,120 ,12 ,"100,000 ","100,000 ",미집계,안산예총,사단법인,-,해당없음,안산시청,문화관광과,주무관,이수연,031-481-2068
325,경기,안산시,2024년 안산대부포도축제,특산물,9월 중,대부바다향기테마파크,대면,1995,120 ,0 ,120 ,0 ,"19,000 ","19,000 ",미집계,(사)대부도포도축제위원회,비영리법인,-,해당없음,안산시청,농업정책과,주무관,임아름,031-481-2317
326,경기,안산시,제5회 김홍도 축제,전통역사,10. 4. ~ 6.,화랑유원지 일원,대면,2018,300 ,0 ,300 ,0 ,"152,037 ","152,037 ",미집계,안산시,지방자치단체,-,해당없음,안산시청,문화관광과,주무관,김나영,031-481-3511
327,경기,안산시,"정조대왕 능행차 공동재현
(제14회 안산읍성 문화예술제)",전통역사,10. 6.,안산읍성 일원,대면,2009,87 ,0 ,87 ,0 ,"2,000 ","2,000 ",미집계,안산문화원,법인,지방문화원진흥법,해당없음,안산시청,문화관광과,주무관,서해규,031-481-2066
328,경기,안산시,2025 안산 천년의 종 타종행사,기타(주민화합 등),12. 31. ~ 1. 1.,화랑유원지 일원,대면,2014,18 ,0 ,18 ,0 ,"3,000 ","3,000 ",미집계,안산문화원,법인,지방문화원진흥법,해당없음,안산시청,문화관광과,주무관,서해규,031-481-2066
329,경기,평택시,평택호 물빛축제,문화예술,9월중(2일간),평택호,대면,2013,293 ,0 ,293 ,0 ,"25,000 "," 	25,000 ",미집계,평택시문화재단,재단법인,평택시 문화재단 설립 및 운영 조례,해당없음,평택시문화재단,생활문화팀,차장,조인혁,031-8053-3542
330,경기,평택시,한미 어울림 축제,문화예술,10월 중(2일간),미군부대 앞 거리,대면,2019,290 ,0 ,290 ,0 ,"50,000 ","35,000","15,000",평택시국제교류재단,재단법인,평택시 국제교류재단 설립 및 운영 조례,해당없음,평택시청,한미국제교류과,헹정7급,양희은,031-8024-5336
331,경기,평택시,한미친선 한마음 축제,문화예술,5월 중(2일간),안정리 로데오 거리,대면,2006,220 ,0 ,220 ,0 ,"50,000 ","30,000","20,000",평택시국제교류재단,재단법인,평택시 국제교류재단 설립 및 운영 조례,해당없음,평택시청,한미국제교류과,헹정7급,양희은,031-8024-5336
332,경기,평택시,한미친선 문화 한마당,문화예술,10월 중(2일간),신장쇼핑몰,대면,2004,220 ,0 ,220 ,0 ,"30,000 ","21,000","9,000",평택시국제교류재단,재단법인,평택시 국제교류재단 설립 및 운영 조례,해당없음,평택시청,한미국제교류과,헹정7급,양희은,031-8024-5336
333,경기,평택시,할로윈축제(신장),문화예술,10월 말,신장쇼핑몰,대면,2017,110 ,0 ,110 ,0 ,"1,000 ",700,300,평택시국제교류재단,재단법인,평택시 국제교류재단 설립 및 운영 조례,해당없음,평택시청,한미국제교류과,헹정7급,양희은,031-8024-5336
334,경기,평택시,할로윈축제(팽성),문화예술,10월 말,안정리 로데오 거리,대면,2022,110 ,0 ,110 ,0 ,300 ,150,150,평택시국제교류재단,재단법인,평택시 국제교류재단 설립 및 운영 조례,해당없음,평택시청,한미국제교류과,헹정7급,양희은,031-8024-5336
335,경기,평택시,평택 꽃 나들이,문화예술,2024. 4. 20.~2024. 4. 24.,평택시농업생태원 일원,대면,2003,200 ,0 ,200 ,0 ,"34,433 ","34,000",433,보조사업자 공모 후 선정,-,-,해당없음,평택시청,농촌자원과,농촌지도사,최재구,031-8024-4665
